Frame,Visibility,X,Y
339,1,801.0,345.0
340,1,805.0,366.0
341,1,811.0,392.0
342,1,816.0,416.0
343,1,817.0,436.0
344,0,0,0
345,0,0,0
346,1,692.0,360.0
347,0,0,0
348,1,634.0,329.0
349,1,617.0,320.0
350,1,597.0,314.0
351,1,586.0,316.0
352,1,570.0,309.0
353,1,560.0,307.0
354,1,550.0,308.0
355,1,537.0,308.0
356,1,528.0,313.0
357,1,521.0,316.0
358,1,515.0,321.0
359,1,510.0,328.0
360,1,504.0,337.0
361,1,499.0,345.0
362,1,492.0,352.0
363,1,486.0,363.0
364,1,485.0,375.0
365,1,479.0,385.0
366,1,477.0,398.0
367,1,472.0,411.0
368,1,467.0,421.0
369,1,466.0,397.0
370,1,464.0,362.0
371,1,467.0,338.0
372,1,463.0,313.0
373,1,465.0,294.0
374,1,463.0,277.0
375,1,461.0,261.0
376,1,462.0,250.0
377,1,461.0,239.0
378,1,458.0,233.0
379,1,460.0,228.0
380,1,460.0,225.0
381,1,461.0,224.0
382,1,460.0,223.0
383,1,460.0,227.0
384,1,460.0,229.0
385,1,459.0,237.0
386,1,457.0,242.0
387,1,458.0,248.0
388,1,456.0,255.0
389,1,455.0,269.0
390,1,455.0,281.0
391,1,453.0,294.0
392,1,453.0,309.0
393,1,454.0,326.0
394,1,453.0,341.0
395,1,453.0,361.0
396,1,448.0,283.0
397,1,442.0,228.0
398,1,442.0,188.0
399,1,441.0,154.0
400,1,442.0,132.0
401,1,438.0,113.0
402,0,0,0
403,0,0,0
404,0,0,0
405,0,0,0
406,0,0,0
407,0,0,0
408,0,0,0
409,0,0,0
410,0,0,0
411,0,0,0
412,0,0,0
413,0,0,0
414,1,460.0,265.0
415,1,459.0,271.0
416,1,461.0,279.0
417,1,459.0,291.0
418,1,459.0,302.0
419,1,458.0,313.0
420,1,459.0,327.0
421,1,458.0,340.0
422,1,458.0,355.0
423,1,458.0,369.0
424,1,457.0,386.0
425,1,457.0,402.0
426,1,455.0,419.0
427,1,455.0,436.0
428,1,454.0,454.0
429,1,451.0,473.0
430,1,453.0,494.0
431,1,472.0,485.0
432,1,498.0,448.0
433,1,519.0,422.0
434,1,537.0,403.0
435,1,550.0,386.0
436,1,569.0,372.0
437,1,588.0,359.0
438,1,606.0,346.0
439,1,614.0,342.0
440,0,0,0
441,0,0,0
442,1,655.0,325.0
443,1,668.0,325.0
444,1,679.0,325.0
445,1,692.0,327.0
446,1,700.0,328.0
447,1,709.0,337.0
448,1,719.0,338.0
449,1,731.0,347.0
450,1,738.0,356.0
451,1,747.0,361.0
452,1,756.0,373.0
453,1,759.0,385.0
454,1,765.0,395.0
455,1,777.0,407.0
456,1,785.0,397.0
457,1,784.0,387.0
458,1,793.0,377.0
459,1,793.0,368.0
460,1,798.0,363.0
461,1,801.0,359.0
462,1,810.0,357.0
463,1,812.0,352.0
464,1,812.0,351.0
465,1,816.0,352.0
466,1,817.0,356.0
467,1,820.0,358.0
468,1,823.0,362.0
469,1,825.0,365.0
470,1,827.0,375.0
471,1,830.0,380.0
472,1,828.0,386.0
473,1,825.0,395.0
474,1,823.0,404.0
475,1,822.0,410.0
476,1,820.0,421.0
477,1,820.0,436.0
478,1,821.0,444.0
479,1,810.0,444.0
480,1,822.0,472.0
481,1,823.0,485.0
482,1,827.0,488.0
483,1,826.0,484.0
484,1,825.0,487.0
485,1,829.0,484.0
486,1,829.0,482.0
487,1,832.0,487.0
488,1,836.0,487.0
489,1,838.0,488.0
490,1,839.0,492.0
491,1,839.0,492.0
492,1,840.0,492.0
493,1,841.0,495.0
494,1,843.0,494.0
495,1,843.0,495.0
496,1,841.0,494.0
497,1,843.0,494.0
498,1,844.0,498.0
499,1,845.0,496.0
